"ANIO","CCDD","CCPP","CCDI","CONGLOMERADO","NSELUA","UA","Plaguicidas","Fertilizantes","GastoInsumos","Credito","Riego","sup_sembrada_ha","Produccion_t","Rendimiento","tamanoUA","GastoJornal","CantJornaleros","JornalPC","GastoMaq"
2019,"10","01","09","10080","00096","13",0,0,32,0,1,0,1.186,70.9,1,0,0,0,0
2019,"10","01","09","10080","00104","14",0,0,8,0,1,0.005,0.755,90.1,2,0,0,0,0
2019,"10","01","09","10086","00002","1",1,1,197,0,1,0.1875,0.63,10.08,1,480,4,120,0
2019,"10","01","09","10086","00011","2",1,1,800,0,1,1,0.75,1.5,3,660,16,41.25,0
2019,"10","01","09","10086","00014","3",1,1,1715,0,1,1,2.95,17,3,600,15,40,0
2019,"10","01","09","10086","00028","4",1,1,705,0,1,0.625,1.19,5.52,1,0,0,0,500
2019,"10","01","09","10086","00031","5",1,1,130,0,1,0.0625,0.08,1.28,1,200,5,40,0
2019,"10","01","09","10086","00032","6",1,1,670,0,1,0.5,7.27,15.64,3,1200,30,40,0
2019,"10","01","09","10086","00039","7",1,1,950,0,1,1.375,1.25,4.4,4,400,10,40,80
2019,"10","01","09","10086","00043","8",1,1,570,0,1,0.75,0.5,0.666666666666667,2,240,6,40,0
2019,"10","01","09","10086","00047","9",1,1,1505,0,1,1.1,2.25,11.06,3,600,15,40,0
2019,"10","01","09","10086","00054","10",1,1,2592,0,1,0.5,5.35,11.8,3,760,19,40,0
2019,"10","01","09","10086","00055","11",0,0,360,0,0,0.75,0.86,2.64,3,240,6,40,0
2019,"10","01","09","10086","00060","12",0,0,55,0,1,0.125,0.36,5.76,1,320,8,40,0
2019,"10","01","09","10086","00065","14",1,1,407,0,1,0.5,0.6,11,3,960,24,40,0
2019,"10","01","11","10133","00008","1",0,0,55,0,0,0.5625,0.1115,0.384,4,140,5,28,0
2019,"10","01","11","10133","00009","2",0,0,925,0,1,1.21875,3.66,14.6533333333333,3,460,14,32.8571428571429,120
2019,"10","01","11","10133","00012","3",0,0,3,0,0,0.02,0.535,27.5,3,0,0,0,0
2019,"10","01","11","10133","00031","5",0,0,806,0,1,3,1.4,2.14,4,1080,20,54,80
2019,"10","01","11","10133","00049","6",1,1,1603,0,1,0.242,9.162,36.8934701492537,1,420,6,70,0
2019,"10","01","11","10133","00058","7",0,0,15,0,1,0.08,2.21,64.6666666666667,1,170,5,34,0
2019,"10","01","11","10133","00072","8",0,1,540,0,1,0.9,9.725,29.0541125541126,2,0,0,0,0
2019,"10","01","11","10133","00073","9",0,1,625,0,1,1.906,48.925,66.5449210383515,3,2040,20,102,800
2019,"10","01","11","10133","00092","12",0,0,76,0,1,0.68,4.212,59.7029411764706,1,320,7,45.7142857142857,0
2019,"10","01","11","10133","00112","13",0,0,0,0,0,0,0.0065,5.2,1,0,0,0,0
2019,"10","01","11","10133","00114","14",0,1,570,0,1,0.775,6.464,71.76,2,720,20,36,280
2019,"10","01","11","10134","00006","1",1,1,1795,0,1,0.5,4.2,16.8,3,250,8,31.25,180
2019,"10","01","11","10134","00007","2",1,1,3000,0,1,1,10,10,2,500,6,83.3333333333333,160
2019,"10","01","11","10134","00015","3",1,1,9775,0,1,4.5,43.1,40.6,4,500,9,55.5555555555556,0
2019,"10","01","11","10134","00019","4",1,1,3900,0,0,1,12,12,2,500,6,83.3333333333333,90
2019,"10","01","11","10134","00029","5",1,1,2365,0,1,1,8.7,17.4,2,500,10,50,0
2019,"10","01","11","10134","00044","6",1,1,1270,0,1,0.45,3.45,14.05,2,250,6,41.6666666666667,50
2019,"10","01","11","10134","00054","7",1,1,350,0,1,0.1,1,10,1,100,3,33.3333333333333,0
2019,"10","01","11","10134","00067","8",1,1,5150,0,1,1.5,12,8,3,800,12,66.6666666666667,180
2019,"10","01","11","10134","00078","9",1,1,2420,0,1,0.6,6.08,12.8,2,250,6,41.6666666666667,160
2019,"10","01","11","10134","00082","10",1,1,5260,0,1,2,15.25,21.5,3,500,8,62.5,120
2019,"10","01","11","10134","00087","11",0,0,0,0,1,0,4.5,4.5,3,500,12,41.6666666666667,0
2019,"10","01","11","10134","00097","12",1,1,1350,0,1,0.25,4,16,3,500,5,100,0
2019,"10","01","11","10134","00112","13",1,1,1500,0,1,1.25,3.9,12.3,2,200,6,33.3333333333333,0
2019,"10","01","11","10134","00125","14",1,1,2065,0,1,1.75,9.49,27.2666666666667,3,580,12,48.3333333333333,0
2019,"10","01","12","10153","00106","1",0,0,11108,0,1,4.25,56.4,155.4,4,1860,7,265.714285714286,300
2019,"10","02","01","10353","00016","1",1,1,215,0,1,0.25,0.66,23.7,3,0,0,0,0
2019,"10","02","01","10353","00021","2",1,1,1300,0,1,0.42,7.5,17.8571428571429,1,0,0,0,100
2019,"10","02","01","10353","00027","3",1,1,95,0,1,0.058,0.07,1.20689655172414,3,0,0,0,0
2019,"10","02","01","10353","00030","4",1,1,2855,0,1,0.75,3.18,6.96,2,400,5,80,100
2019,"10","02","01","10353","00054","6",0,0,0,0,1,0,0.042,27,2,0,0,0,0
2019,"10","02","01","10353","00081","8",1,1,470,0,1,0.15,0.8,5.33333333333333,2,80,2,40,0
2019,"10","02","01","10353","00094","10",1,1,1556,0,1,0.28,1.2,4.28571428571429,1,400,4,100,500
2019,"10","02","01","10353","00110","11",1,1,13058,0,1,3.89,79,83.3280423280423,3,23600,7,3371.42857142857,1000
2019,"10","02","01","10353","00115","12",1,1,1350,0,1,0.29,1.2,4.13793103448276,1,200,2,100,100
2019,"10","02","01","10353","00116","13",1,1,2725,1,1,0.75,4.4,11.2,2,200,5,40,200
2019,"10","02","01","10353","00121","14",1,1,4100,0,1,1.5,22.62,36.48,3,500,5,100,0
2019,"10","02","01","10357","00069","1",1,1,51600,0,1,4,293.11,34.055,5,51000,5,10200,1000
2019,"10","02","01","90201","00001","2",0,0,2443,1,1,4,81,34,5,31800,8,3975,10000
2019,"10","02","02","10372","00005","1",1,1,1130,0,1,0.3,3.05,25,1,0,0,0,0
2019,"10","02","02","10372","00011","2",1,1,315,0,1,0.05,0.48,9.6,1,0,0,0,0
2019,"10","02","02","10372","00019","3",1,1,410,0,0,0.1,1.02,20.4,1,0,0,0,0
2019,"10","02","02","10372","00032","4",1,1,340,0,0,0.095,0.48,5.05263157894737,1,0,0,0,0
2019,"10","02","02","10372","00041","5",1,1,240,0,0,0.05,0.56,11.2,2,0,0,0,0
2019,"10","02","02","10372","00045","6",0,1,300,0,0,0.071,0.6,8.45070422535211,1,0,0,0,16
2019,"10","02","02","10372","00054","8",0,0,260,0,0,0.15,0.9,6,1,0,0,0,0
2019,"10","02","02","10372","00081","10",0,1,469,0,0,0.234,0.96,12.3142857142857,1,0,0,0,0
2019,"10","02","02","10372","00090","11",0,0,75,0,0,0.05,0.24,4.8,1,0,0,0,0
2019,"10","02","02","10372","00100","12",1,1,2151,0,1,0.425,3.52,41.2,1,0,0,0,0
2019,"10","02","02","10372","00104","13",1,1,370,0,1,0.075,1.5,20,1,0,0,0,0
2019,"10","02","02","10372","00109","14",1,1,580,0,1,0.182,1.14,20.175,1,0,0,0,35
2019,"10","02","03","10380","00079","1",0,1,3400,0,1,0.85,10.32,75.7333333333333,5,400,8,50,25
2019,"10","02","05","10359","00004","1",0,0,105,0,1,0.25,0.2,1.5,1,0,0,0,0
2019,"10","02","05","10359","00010","2",0,1,200,0,1,0.5,0.3,0.6,2,0,0,0,0
2019,"10","02","05","10359","00017","3",1,1,260,0,1,0.2,4,20,1,90,1,90,0
2019,"10","02","05","10359","00021","4",0,0,4,0,1,0.03,0.03,1,1,0,0,0,0
2019,"10","02","05","10359","00032","5",1,1,1135,1,1,1.05,4.45,11.5,2,200,2,100,0
2019,"10","02","05","10359","00044","6",0,0,150,0,1,0.5,0.4,0.8,3,0,0,0,0
2019,"10","02","05","10359","00050","7",1,1,2876,0,1,1,12,12,2,1000,6,166.666666666667,200
2019,"10","02","05","10359","00052","8",0,0,110,0,1,0.5,0.3,0.6,2,0,0,0,0
2019,"10","02","05","10359","00068","9",1,1,2320,0,1,1,11.25,11.25,3,600,3,200,200
2019,"10","02","05","10359","00069","10",1,1,120,0,1,0.2,0.05,0.25,1,0,0,0,50
2019,"10","02","05","10359","00073","11",0,0,65,0,1,0.1,0.27,15.8,1,0,0,0,0
2019,"10","02","05","10359","00074","12",0,0,100,0,1,0.5,0.3,0.6,2,0,0,0,0
2019,"10","02","05","10359","00095","14",1,1,925,0,1,0.5,2.5,10,3,200,4,50,80
2019,"10","02","05","10366","00002","1",1,1,165,0,0,0.15,0.18,1.2,1,0,0,0,0
2019,"10","02","05","10366","00013","2",1,1,400,0,1,0.35,0.14,0.8,1,0,0,0,0
2019,"10","02","05","10366","00023","3",1,1,2015,0,1,1.07,3.8,7.45263157894737,2,200,2,100,100
2019,"10","02","05","10366","00037","4",1,1,1780,0,0,0.5,4.2,8.4,2,100,2,50,0
2019,"10","02","05","10366","00045","5",1,1,2390,0,1,0.52,6,31.8333333333333,2,200,4,50,200
2019,"10","02","05","10366","00047","6",0,0,70,0,1,0.06,0.28,4.66666666666667,1,0,0,0,0
2019,"10","02","05","10366","00048","7",1,0,740,0,0,0.65,0.81,2.04,3,0,0,0,0
2019,"10","02","05","10366","00055","8",1,1,250,0,1,0.1,0.7,7,1,100,1,100,0
2019,"10","02","05","10366","00061","9",1,1,130,0,1,0.2,0.51,18.6666666666667,2,40,1,40,0
2019,"10","02","05","10366","00077","10",1,1,390,0,1,0.28,0.3,2.14285714285714,1,100,2,50,0
2019,"10","02","05","10366","00078","11",1,1,130,0,1,0.146,0.15,1.02739726027397,1,80,1,80,0
2019,"10","02","05","10366","00093","12",1,1,1150,0,1,0.747,3.03,12.1345748987854,1,200,5,40,0
2019,"10","02","05","10366","00117","14",1,1,375,0,1,0.25,0.9,3.6,1,200,3,66.6666666666667,0
2019,"10","02","05","10368","00003","1",1,1,705,0,1,0.35,1.153,9.454,1,225,3,75,90
2019,"10","02","05","10368","00016","2",1,1,510,0,1,0.3,0.7775,4.03,1,180,3,60,90
2019,"10","02","05","10368","00019","3",1,1,2179,0,1,0.975,6.85,27.5333333333333,2,1300,5,260,100
2019,"10","02","05","10368","00030","4",1,1,257,0,1,0.1,0.3,6,1,600,10,60,400
2019,"10","02","05","10368","00041","5",1,0,160,0,0,0.25,0.4,3.2,1,75,3,25,0
2019,"10","02","05","10368","00055","6",1,0,549,0,0,0.504,0.7675,42.94,1,270,3,90,0
2019,"10","02","05","10368","00071","7",1,1,850,0,0,0.725,1.067,8.84590476190476,2,250,5,50,100
2019,"10","02","05","10368","00077","8",1,1,1746,1,1,0.875,5.825,31.088,2,0,0,0,90
2019,"10","02","05","10368","00086","9",1,0,110,0,0,0.1,0.115,2.3,1,180,3,60,100
2019,"10","02","05","10368","00094","10",1,0,363,0,0,0.422,0.598,4.21939086294416,1,225,3,75,0
2019,"10","02","05","10368","00108","11",1,1,997,0,1,0.6,1.1875,5.68333333333333,2,250,5,50,100
2019,"10","02","05","10368","00119","12",1,0,523,1,0,0.59,0.5375,2.55888888888889,2,450,6,75,160
2019,"10","02","05","10368","00131","14",1,1,770,0,1,0.547,1.0575,5.22340425531915,2,360,4,90,0
2019,"10","02","06","10382","00001","1",1,1,210,0,1,0.085,0.996,39.6,1,0,0,0,0
2019,"10","02","06","10382","00002","2",0,1,55,0,1,0.019,0.668,43.1658333333333,3,0,0,0,80
2019,"10","02","06","10382","00012","3",1,1,93,0,1,0,0.708,36.9,1,0,0,0,0
2019,"10","02","06","10382","00014","4",0,0,19,0,1,0.05,0.1505,31.575,1,0,0,0,0
2019,"10","02","06","10382","00020","5",1,1,150,0,1,0.05,0.372,30.6666666666667,1,100,2,50,0
2019,"10","02","06","10382","00029","6",0,0,1,0,1,0,0.079,17.0714285714286,1,0,0,0,0
2019,"10","02","06","10382","00033","7",0,0,14,0,1,0,0.122,14.025,1,0,0,0,0
2019,"10","02","06","10382","00038","8",0,0,82,0,1,0.25,0.953,29.35,3,0,0,0,0
2019,"10","02","06","10382","00046","9",1,1,3595,0,0,2.75,6.05,5.1,4,500,2,250,0
2019,"10","02","06","10382","00055","10",1,1,1940,0,1,0.5,3.85,13.25,2,100,2,50,0
2019,"10","02","06","10382","00076","12",1,1,279,0,1,0.1,0.391,30.1,2,0,0,0,0
2019,"10","02","06","10382","00077","13",1,1,390,0,1,0.2,1.035,64.8333333333333,2,0,0,0,0
2019,"10","02","06","10382","00086","14",0,1,54,0,1,0.029,2.159,136.521825396825,1,0,0,0,0
2019,"10","02","07","10397","00002","1",0,1,45,0,0,0.1,0.05,0.5,1,0,0,0,0
2019,"10","02","07","10397","00012","2",1,1,110,0,0,0.1,0.08,0.8,1,0,0,0,0
2019,"10","02","07","10397","00021","3",1,1,8677,0,1,1.934,35.25,58.3428885518278,3,2100,4,525,500
2019,"10","02","07","10397","00037","4",1,1,2575,0,0,0.75,7.5,32,2,200,2,100,0
2019,"10","02","07","10397","00050","5",0,1,120,0,0,0.05,0.7,14,2,400,1,400,0
2019,"10","02","07","10397","00081","7",1,1,1065,0,1,0.3,3.2,32,1,200,2,100,0
2019,"10","02","07","10397","00094","8",1,1,1730,0,0,0.41,3.78,18.4333333333333,2,400,5,80,200
2019,"10","02","07","10397","00110","9",1,1,200,0,0,0.18,0.18,3.3,1,0,0,0,0
2019,"10","02","07","10397","00121","10",1,1,2200,0,0,0.5,5.04,30.1,1,200,2,100,0
2019,"10","02","07","10397","00136","11",1,1,250,0,0,0.08,0.7,8.75,1,0,0,0,0
2019,"10","02","07","10397","00166","13",1,1,970,0,1,0.45,2.95,11.95,5,200,2,100,80
2019,"10","02","07","10397","00182","14",1,1,284,0,0,0.12,0.98,16.3333333333333,1,100,2,50,0
2019,"10","02","08","10344","00164","1",1,1,34230,0,1,18,273.865,245.180952380952,5,191400,18,10633.3333333333,11200
2019,"10","02","08","90048","00001","2",1,1,5324,0,1,1.5,202.675,178.333333333333,4,1750,5,350,200
2019,"10","03","11","10182","00005","1",1,1,484,1,0,0.375,1.3615,9.926,3,400,3,133.333333333333,0
2019,"10","03","11","10182","00021","2",1,1,418,0,0,0.375,1.305,10.44,1,360,7,51.4285714285714,0
2019,"10","03","11","10182","00035","4",0,0,440,0,0,0.5,2.0645,8.258,3,0,0,0,240
2019,"10","03","11","10182","00040","5",1,1,1140,0,0,0.5,2.64,14.72,3,360,4,90,120
2019,"10","03","11","10182","00057","6",0,0,336,0,0,0.25,1.52,12.16,1,120,3,40,140
2019,"10","03","11","10182","00078","7",0,0,100,0,0,0.125,3.14,25.12,3,600,4,150,90
2019,"10","03","11","10182","00100","8",0,1,590,0,0,0.375,1.6465,13.172,2,260,5,52,0
2019,"10","03","11","10182","00116","9",1,1,480,0,0,0.25,0.949,7.592,1,200,5,40,0
2019,"10","03","11","10182","00148","11",0,0,180,0,0,0.5,0.53,1.06,3,320,5,64,120
2019,"10","03","11","10182","00174","12",1,1,416,0,0,0.25,1.085,8.68,1,80,2,40,0
2019,"10","03","11","10182","00218","14",1,1,5780,0,0,2.5,18.8025,19.205,4,2160,18,120,240
2019,"10","03","11","10188","00001","1",0,0,312,0,0,0.454,1.7,16.0085193490886,5,60,2,30,50
2019,"10","03","11","10188","00013","2",1,0,662,0,0,0.667,2.155,34.8425268817204,1,540,18,30,40
2019,"10","03","11","10188","00021","3",1,1,864,0,0,1.581,4.637,90.2268906810036,5,60,2,30,0
2019,"10","03","11","10188","00028","4",1,1,2317,0,0,0.947,8.68,52.8256684491979,4,240,8,30,0
2019,"10","03","11","10188","00039","5",0,0,116,0,0,0.494,0.615,22.0527419354839,4,60,2,30,0
2019,"10","03","11","10188","00043","6",1,1,701,0,1,1.004,4.405,43.0886631016043,5,900,30,30,0
2019,"10","03","11","10188","00063","7",1,1,4035,0,0,1.207,12.26,73.5813953488372,4,1050,35,30,60
2019,"10","03","11","10188","00069","8",1,1,321,0,1,0.684,1.7675,57.041935483871,3,360,8,45,40
2019,"10","03","11","10188","00071","9",0,1,408,0,0,0.726,1.78,71.9483870967742,3,0,0,0,0
2019,"10","03","11","10188","00082","10",1,1,745,0,0,0.524,1.58,21.9729032258065,3,0,0,0,0
2019,"10","03","11","10188","00083","11",1,1,570,0,0,0.476,1.0625,12.18,3,120,4,30,0
2019,"10","03","11","10188","00101","12",0,1,758,0,0,0.724,2,26.9548387096774,3,0,0,0,150
2019,"10","03","11","10188","00105","13",0,1,672,0,0,0.77,2.355,27.3,4,0,0,0,0
2019,"10","03","11","10188","00107","14",1,0,164,0,0,0.154,0.6175,17.941935483871,1,60,2,30,0
2019,"10","03","13","10171","00003","1",1,1,1580,0,1,0.938,8.14,44.1066666666667,5,1000,25,40,0
2019,"10","03","13","10171","00012","2",0,0,305,0,0,0.75,2.02,13.56,4,600,20,30,0
2019,"10","03","13","10171","00015","3",0,0,550,0,0,0,37,44,5,1500,50,30,0
2019,"10","03","13","10171","00025","4",0,0,905,0,1,0.628,5.9536,50.56,4,420,14,30,0
2019,"10","03","13","10171","00026","5",0,0,2400,0,0,0.6,80,116.633333333333,5,1050,6,175,0
2019,"10","03","13","10171","00037","6",0,0,125,0,0,0.3,0.54,4.2,4,180,6,30,0
2019,"10","03","13","10171","00041","7",0,0,1358,0,0,1.004,6.3545,41.2147585275245,4,2500,50,50,0
2019,"10","03","13","10171","00054","8",0,0,741,0,0,0.505,1.27125,27.95,2,300,6,50,0
2019,"10","03","13","10171","00066","9",0,1,1220,0,0,0.4,6.76,42.65,5,180,6,30,0
2019,"10","03","13","10171","00072","10",0,0,200,0,0,0,10,20,3,0,0,0,0
2019,"10","03","13","10171","00094","12",1,1,1135,0,0,0.265,11.175,65,3,1000,20,50,450
2019,"10","03","13","10171","00100","13",0,0,506,0,0,0.3,2.91,50,4,200,4,50,0
2019,"10","03","13","10171","00118","14",0,0,840,0,0,0.25,1.2,4.8,5,1450,29,50,0
2019,"10","03","13","10174","00002","1",1,1,202,0,0,0.155,0.15,1.96,3,160,4,40,80
2019,"10","03","13","10174","00009","2",1,1,308,0,0,0.125,0.516,25.8820276497696,2,120,3,40,60
2019,"10","03","13","10174","00016","3",1,1,1750,0,0,0.955,3.54,33.5733333333333,4,480,12,40,80
2019,"10","03","13","10174","00021","4",0,0,100,0,0,0.31,2.5,16.3333333333333,4,0,0,0,0
2019,"10","03","13","10174","00027","5",1,1,796,0,1,0.875,1.883,26.974,3,240,6,40,60
2019,"10","03","13","10174","00034","6",0,0,240,0,1,0.25,1.5305,35.7106666666667,2,480,12,40,80
2019,"10","03","13","10174","00038","7",1,1,791,0,1,0.562,3.084,76.4676129032258,2,280,7,40,70
2019,"10","03","13","10174","00041","8",1,1,1010,0,0,0.97,1.8185,8.10757575757576,4,400,10,40,0
2019,"10","03","13","10174","00046","9",1,1,3258,0,0,1.185,13.608,105.940317460317,4,360,9,40,0
2019,"10","03","13","10174","00048","10",1,1,2135,0,1,1.125,25.08,152.64,5,2350,50,47,0
2019,"10","03","13","10174","00055","11",1,1,4056,0,0,1.286,17,107.251612903226,5,3800,80,47.5,0
2019,"10","03","13","10174","00058","12",1,1,1200,0,0,0.352,2.61,27.7016129032258,3,240,6,40,0
2019,"10","03","13","10178","00014","1",1,1,1215,0,1,0.8,10.745,174.563075268817,4,800,20,40,0
2019,"10","03","13","10178","00031","2",1,1,1283,0,1,0.692,3.6025,83.3766359447005,5,600,15,40,0
2019,"10","03","13","10178","00058","3",0,0,100,0,1,0.275,0.3035,17.65,1,120,3,40,0
2019,"10","03","13","10178","00064","4",0,0,0,0,0,0,0.36,18,1,0,0,0,0
2019,"10","03","13","10178","00091","5",1,0,305,0,1,0.35,0.424,25.936,1,160,4,40,0
2019,"10","03","13","10178","00109","6",1,0,315,0,0,0.25,0.66,5.28,1,200,5,40,0
2019,"10","03","13","10178","00121","7",1,1,348,0,1,0.155,1.311,39.9666666666667,4,1000,20,50,0
2019,"10","03","13","10178","00149","8",1,0,293,0,1,0.47,0.505,25.5086021505376,1,320,8,40,90
2019,"10","03","13","10178","00151","9",1,1,553,0,1,0.212,1.7,61.8064516129032,1,160,4,40,0
2019,"10","03","13","10178","00175","10",1,1,288,0,0,0.25,0.7295,20.3318402457757,1,160,4,40,0
2019,"10","03","13","10178","00187","11",1,0,36,0,1,0.03,0.823,44.5166666666667,1,200,4,50,0
2019,"10","03","13","10178","00192","12",0,1,372,0,1,0.325,1.25375,70.2383333333333,4,480,12,40,0
2019,"10","03","13","10178","00216","13",1,1,825,0,1,1.437,9.7995,162.871262516975,3,900,30,30,480
2019,"10","03","13","10178","00225","14",1,0,919,0,1,0.375,3.44,81.3142857142857,4,200,5,40,0
2019,"10","03","17","10223","00002","1",0,0,544,0,0,0.561,2.19,16.5898568224944,2,1475,31,47.5806451612903,0
2019,"10","03","17","10223","00005","2",0,1,1170,0,0,0.674,3.91,42.8188890805589,4,1750,36,48.6111111111111,60
2019,"10","03","17","10223","00007","3",0,0,608,0,0,0.437,3.98,27.8613903743315,2,850,19,44.7368421052632,0
2019,"10","03","17","10223","00023","4",1,0,582,0,0,0.125,0.84,6.72,3,840,23,36.5217391304348,0
2019,"10","03","17","10223","00032","5",0,0,765,0,0,0.548,4.03,42.5181645678799,3,1200,24,50,0
2019,"10","03","17","10223","00042","6",0,1,962,0,0,0.686,4.2,30.0929032258065,4,750,15,50,0
2019,"10","03","17","10223","00052","7",0,0,300,0,0,0.374,1.045,15.1883870967742,3,750,25,30,0
2019,"10","03","17","10223","00054","8",0,0,981,0,0,1.124,9.52,61.2824840434708,4,1000,25,40,0
2019,"10","03","17","10223","00069","9",1,0,3913,0,1,1.876,88.72,193.483811847758,4,6000,200,30,0
2019,"10","03","17","10223","00080","10",0,1,266,0,0,0.209,2.305,46.6825396825397,5,0,0,0,0
2019,"10","03","17","10223","00090","11",0,1,1090,0,0,0.375,20.36,69.48,4,800,17,47.0588235294118,110
2019,"10","03","17","10223","00091","12",0,1,1013,0,0,0.577,7.185,78.8752688172043,3,450,15,30,0
2019,"10","03","17","10223","00104","13",0,0,839,0,0,0.745,7.81,82.3965079365079,5,1050,35,30,0
2019,"10","03","17","10223","00114","14",0,0,274,0,0,0.261,1.44,23.1809523809524,3,600,12,50,0
2019,"10","03","21","10215","00006","2",0,0,435,0,0,0.35,5.79,42.2666666666667,3,0,0,0,0
2019,"10","03","21","10215","00014","3",0,1,1293,0,0,1,4.432,20.18,4,200,2,100,0
2019,"10","03","21","10215","00015","4",1,1,698,0,0,0.6,2.48,12.4,3,0,0,0,0
2019,"10","03","21","10215","00025","5",0,1,412,0,0,0.55,0.6615,5.2925,4,100,2,50,0
2019,"10","03","21","10215","00034","6",0,0,430,0,0,0.55,1.0875,9.84,1,80,1,80,0
2019,"10","03","21","10215","00045","7",0,0,175,0,0,0.1,0.48,4.8,4,400,1,400,0
2019,"10","03","21","10215","00056","9",0,0,236,0,0,0.45,0.672,9.18,3,0,0,0,0
2019,"10","03","21","10215","00057","10",0,0,265,0,0,0.152,1.2,7.89473684210526,4,60,1,60,0
2019,"10","03","21","10215","00066","11",0,1,375,0,0,0.43,1.43475,22.996,2,60,1,60,0
2019,"10","03","21","10215","00073","12",0,1,216,0,0,0.3,0.7495,14.99,1,100,1,100,0
2019,"10","03","21","10215","00080","13",0,0,1638,0,0,1.54,9.4175,40.175,4,400,2,200,0
2019,"10","03","21","10215","00090","14",0,0,50,0,0,0,20,80,4,0,0,0,0
2019,"10","04","01","09637","00002","1",1,0,302,0,1,0.5625,1.86,32.64,2,200,3,66.6666666666667,0
2019,"10","04","01","09637","00019","2",0,0,100,0,1,0.5,0.38,1.33333333333333,1,200,4,50,100
2019,"10","04","01","09637","00028","4",0,0,120,0,1,0.5,0.492,32.94,2,180,5,36,120
2019,"10","04","01","09637","00032","5",1,1,1077,0,1,0.8125,3.37,10.24,2,375,5,75,200
2019,"10","04","01","09637","00052","7",1,1,782,0,1,0.75,1.332,8.016,2,375,6,62.5,0
2019,"10","04","01","09637","00065","8",1,1,561,0,1,0.275,1.496,24.128,2,250,5,50,0
2019,"10","04","01","09637","00077","9",1,0,556,0,1,0.585,2.346,37.16,3,250,3,83.3333333333333,240
2019,"10","04","01","09637","00088","10",1,0,890,0,1,0.95,3.249,67.305,3,180,3,60,120
2019,"10","04","01","09637","00099","11",1,1,3108,0,1,1.975,11.5535,58.615,3,1600,5,320,0
2019,"10","04","01","09637","00109","12",0,0,434,0,1,0.75,2.47725,10.356,2,120,2,60,0
2019,"10","04","01","09637","00112","13",0,0,545,0,1,0.625,1.365,7.42,1,160,3,53.3333333333333,180
2019,"10","04","01","09637","00125","14",0,0,262,0,1,0.2,1.291,20.72,3,120,2,60,0
2019,"10","04","04","09617","00004","1",1,1,767,0,0,1.0625,5.1565,55.732,2,300,2,150,0
2019,"10","04","04","09617","00013","2",1,1,688,0,0,0.825,1.563,12.054,3,120,1,120,0
2019,"10","04","04","09617","00023","3",0,0,740,0,0,0.99375,1.83175,14.7102068965517,2,80,1,80,0
2019,"10","04","04","09617","00037","4",0,1,725,0,0,0.9375,4.3065,20.826,2,80,1,80,100
2019,"10","04","04","09617","00044","5",1,1,5185,0,1,3.125,17.848,22.136,4,600,3,200,800
2019,"10","04","04","09617","00052","6",1,1,960,0,0,1.125,5.1555,21.702,3,100,2,50,0
2019,"10","04","04","09617","00064","7",1,1,890,0,1,1,1.3435,8.18733333333333,2,120,2,60,100
2019,"10","04","04","09617","00074","8",0,0,205,0,0,0.5,0.41,1.64,2,50,1,50,50
2019,"10","04","04","09617","00087","9",1,0,373,0,0,0.625,1.039,7.05466666666667,1,100,1,100,150
2019,"10","04","04","09617","00098","10",0,0,15,0,0,0,5,45.3333333333333,1,0,0,0,0
2019,"10","04","04","09617","00100","11",0,0,450,0,0,0.5,1.02,4.08,1,400,1,400,0
2019,"10","04","04","09617","00113","12",1,0,510,0,0,0.5,1.467,5.868,2,60,1,60,100
2019,"10","04","04","09617","00116","13",0,0,122,0,0,0.5625,0.457,2.428,1,200,1,200,0
2019,"10","04","04","09617","00126","14",0,0,580,0,0,0.8125,1.5325,6.73,2,180,2,90,0
2019,"10","04","04","09619","00014","1",1,1,690,0,1,0.6,2.08,44.18,2,150,2,75,128
2019,"10","04","04","09619","00038","2",1,0,680,0,1,0.875,2.238,44.064,3,0,0,0,0
2019,"10","04","04","09619","00060","3",1,1,621,0,1,0.625,9.5,93.8,3,180,3,60,0
2019,"10","04","04","09619","00084","4",0,0,72,0,1,0.375,0.559,42.7733333333333,1,80,1,80,0
2019,"10","04","04","09619","00105","5",1,1,418,0,1,0.3125,1.24,50.56,2,160,3,53.3333333333333,150
2019,"10","04","04","09619","00128","6",0,1,460,0,0,0.25,1.44,5.76,2,80,2,40,0
2019,"10","04","04","09619","00131","7",0,0,699,0,0,1,2.47,7.12,2,220,3,73.3333333333333,150
2019,"10","04","04","09619","00159","8",0,1,605,0,1,0.75,2.046,25.968,2,120,2,60,0
2019,"10","04","04","09619","00165","10",0,0,117,0,1,0.625,0.575,2.76,1,80,1,80,0
2019,"10","04","04","09619","00201","11",1,1,662,0,1,0.26,4.482,44.25,3,200,4,50,120
2019,"10","04","04","09619","00227","12",1,1,2125,0,0,1.375,3.8265,13.412,2,400,8,50,160
2019,"10","04","04","09619","00265","13",0,0,20,0,1,0.125,2.65,21.2,1,100,2,50,0
2019,"10","04","04","09619","00271","14",0,0,25,0,0,0.25,0.24,0.96,1,60,1,60,70
2019,"10","04","04","09623","00010","1",0,0,235,0,0,0.62475,0.45,2.20160320641283,2,180,3,60,50
2019,"10","04","04","09623","00031","3",0,0,490,0,0,1,9.875,39.0333333333333,2,800,4,200,30
2019,"10","04","04","09623","00036","4",0,0,375,0,0,1.125,0.525,1.65,2,80,2,40,80
